name,artist,acousticness,analysis_url,danceability,duration_ms,energy,id,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,track_href,type,uri,valence
sweetener - live,Ariana Grande,0.158,https://api.spotify.com/v1/audio-analysis/1Bvxlmt3CtZTyls2IJQ38T,0.655,174000,0.7,1Bvxlmt3CtZTyls2IJQ38T,1.25e-06,4,0.877,-4.242,1,0.0789,119.835,4,https://api.spotify.com/v1/tracks/1Bvxlmt3CtZTyls2IJQ38T,audio_features,spotify:track:1Bvxlmt3CtZTyls2IJQ38T,0.529
successful - live,Ariana Grande,0.0879,https://api.spotify.com/v1/audio-analysis/7bfnkOya2SV8LLTsYmRQJR,0.758,125631,0.883,7bfnkOya2SV8LLTsYmRQJR,3.54e-05,7,0.24,-3.989,0,0.0608,114.021,4,https://api.spotify.com/v1/tracks/7bfnkOya2SV8LLTsYmRQJR,audio_features,spotify:track:7bfnkOya2SV8LLTsYmRQJR,0.736
side to side - live,Ariana Grande,0.0251,https://api.spotify.com/v1/audio-analysis/1FYLqciy2MckeKgTvOCawO,0.515,260519,0.865,1FYLqciy2MckeKgTvOCawO,5.59e-05,6,0.971,-4.065,0,0.161,158.053,4,https://api.spotify.com/v1/tracks/1FYLqciy2MckeKgTvOCawO,audio_features,spotify:track:1FYLqciy2MckeKgTvOCawO,0.372
7 rings - live,Ariana Grande,0.226,https://api.spotify.com/v1/audio-analysis/6va6SjWz457IOZidBppAhz,0.443,226850,0.739,6va6SjWz457IOZidBppAhz,0.000378,9,0.961,-6.509,1,0.209,139.829,4,https://api.spotify.com/v1/tracks/6va6SjWz457IOZidBppAhz,audio_features,spotify:track:6va6SjWz457IOZidBppAhz,0.146
love me harder - live,Ariana Grande,0.196,https://api.spotify.com/v1/audio-analysis/6Q4JJnjX00q8O10OliHhjS,0.448,83785,0.71,6Q4JJnjX00q8O10OliHhjS,0.0,1,0.638,-5.095,0,0.0578,104.024,4,https://api.spotify.com/v1/tracks/6Q4JJnjX00q8O10OliHhjS,audio_features,spotify:track:6Q4JJnjX00q8O10OliHhjS,0.273
breathin - live,Ariana Grande,0.0454,https://api.spotify.com/v1/audio-analysis/1edP751qQSUaA1vo7Hva3w,0.322,208294,0.874,1edP751qQSUaA1vo7Hva3w,2.27e-06,8,0.945,-2.893,1,0.2,98.089,4,https://api.spotify.com/v1/tracks/1edP751qQSUaA1vo7Hva3w,audio_features,spotify:track:1edP751qQSUaA1vo7Hva3w,0.171
needy - live,Ariana Grande,0.699,https://api.spotify.com/v1/audio-analysis/1IVnvJN9oC3pDYv9qpAnj7,0.317,174295,0.474,1IVnvJN9oC3pDYv9qpAnj7,0.0,7,0.945,-6.314,0,0.0661,76.592,4,https://api.spotify.com/v1/tracks/1IVnvJN9oC3pDYv9qpAnj7,audio_features,spotify:track:1IVnvJN9oC3pDYv9qpAnj7,0.318
fake smile - live,Ariana Grande,0.109,https://api.spotify.com/v1/audio-analysis/5BYts42mYfuullBbELoaEV,0.395,205586,0.735,5BYts42mYfuullBbELoaEV,1.66e-06,9,0.353,-4.559,1,0.226,83.143,4,https://api.spotify.com/v1/tracks/5BYts42mYfuullBbELoaEV,audio_features,spotify:track:5BYts42mYfuullBbELoaEV,0.177
make up - live,Ariana Grande,0.145,https://api.spotify.com/v1/audio-analysis/1TCEZgYrPjc2G5sBYJciuq,0.717,138359,0.768,1TCEZgYrPjc2G5sBYJciuq,4.3e-06,7,0.0741,-4.554,1,0.137,104.973,3,https://api.spotify.com/v1/tracks/1TCEZgYrPjc2G5sBYJciuq,audio_features,spotify:track:1TCEZgYrPjc2G5sBYJciuq,0.472
right there - live,Ariana Grande,0.0407,https://api.spotify.com/v1/audio-analysis/7MjS7SoRzn8VXajFdV3t04,0.613,99405,0.802,7MjS7SoRzn8VXajFdV3t04,0.0,7,0.92,-4.473,1,0.171,79.514,4,https://api.spotify.com/v1/tracks/7MjS7SoRzn8VXajFdV3t04,audio_features,spotify:track:7MjS7SoRzn8VXajFdV3t04,0.271
you'll never know - live,Ariana Grande,0.0673,https://api.spotify.com/v1/audio-analysis/6FmBKZxA3K1Ycr9spEeI15,0.767,81401,0.92,6FmBKZxA3K1Ycr9spEeI15,1.96e-06,1,0.375,-3.445,1,0.0997,104.9,4,https://api.spotify.com/v1/tracks/6FmBKZxA3K1Ycr9spEeI15,audio_features,spotify:track:6FmBKZxA3K1Ycr9spEeI15,0.598
break your heart right back - live,Ariana Grande,0.0501,https://api.spotify.com/v1/audio-analysis/1qfOSlQohddqAOGl3f8snd,0.743,134875,0.85,1qfOSlQohddqAOGl3f8snd,0.0,11,0.942,-4.686,1,0.0595,98.026,4,https://api.spotify.com/v1/tracks/1qfOSlQohddqAOGl3f8snd,audio_features,spotify:track:1qfOSlQohddqAOGl3f8snd,0.657
nasa - live,Ariana Grande,0.207,https://api.spotify.com/v1/audio-analysis/4jkikgyrlBMR4Fj3d1s4jT,0.648,185000,0.621,4jkikgyrlBMR4Fj3d1s4jT,2.73e-05,6,0.918,-5.831,1,0.179,76.002,4,https://api.spotify.com/v1/tracks/4jkikgyrlBMR4Fj3d1s4jT,audio_features,spotify:track:4jkikgyrlBMR4Fj3d1s4jT,0.371
tattooed heart - live,Ariana Grande,0.257,https://api.spotify.com/v1/audio-analysis/6dB14UPKgEDLTp38BIKk6N,0.358,203337,0.639,6dB14UPKgEDLTp38BIKk6N,0.0,7,0.964,-4.938,1,0.0382,103.289,3,https://api.spotify.com/v1/tracks/6dB14UPKgEDLTp38BIKk6N,audio_features,spotify:track:6dB14UPKgEDLTp38BIKk6N,0.314
only 1 - live,Ariana Grande,0.273,https://api.spotify.com/v1/audio-analysis/5qmcKqCKRb4EFwRTsndXNe,0.615,162876,0.945,5qmcKqCKRb4EFwRTsndXNe,0.0,9,0.962,-5.607,0,0.259,101.502,4,https://api.spotify.com/v1/tracks/5qmcKqCKRb4EFwRTsndXNe,audio_features,spotify:track:5qmcKqCKRb4EFwRTsndXNe,0.45
goodnight n go - live,Ariana Grande,0.158,https://api.spotify.com/v1/audio-analysis/0ao5xnzWNAt0dZFF6v4Sct,0.603,188787,0.611,0ao5xnzWNAt0dZFF6v4Sct,0.0,1,0.944,-4.177,1,0.0322,111.02,4,https://api.spotify.com/v1/tracks/0ao5xnzWNAt0dZFF6v4Sct,audio_features,spotify:track:0ao5xnzWNAt0dZFF6v4Sct,0.158
get well soon - live,Ariana Grande,0.333,https://api.spotify.com/v1/audio-analysis/5XkiYqfFAXsXG4V2mGZET8,0.639,207000,0.625,5XkiYqfFAXsXG4V2mGZET8,0.0,7,0.398,-4.932,1,0.0509,100.015,4,https://api.spotify.com/v1/tracks/5XkiYqfFAXsXG4V2mGZET8,audio_features,spotify:track:5XkiYqfFAXsXG4V2mGZET8,0.482
in my head interlude - live,Ariana Grande,0.0421,https://api.spotify.com/v1/audio-analysis/58T204WTLWAs34lOvheS28,0.673,150000,0.783,58T204WTLWAs34lOvheS28,0.238,0,0.352,-6.997,1,0.0521,136.822,4,https://api.spotify.com/v1/tracks/58T204WTLWAs34lOvheS28,audio_features,spotify:track:58T204WTLWAs34lOvheS28,0.324
everytime - live,Ariana Grande,0.0419,https://api.spotify.com/v1/audio-analysis/2Hk1xo2ZrysHtBQMmZvg8U,0.239,131928,0.676,2Hk1xo2ZrysHtBQMmZvg8U,6.98e-06,10,0.551,-4.868,0,0.0613,73.373,4,https://api.spotify.com/v1/tracks/2Hk1xo2ZrysHtBQMmZvg8U,audio_features,spotify:track:2Hk1xo2ZrysHtBQMmZvg8U,0.198
the light is coming - live,Ariana Grande,0.00339,https://api.spotify.com/v1/audio-analysis/0mQVABspENyHvpVqRpnkxJ,0.762,130072,0.882,0mQVABspENyHvpVqRpnkxJ,0.000326,7,0.277,-3.814,1,0.072,99.044,4,https://api.spotify.com/v1/tracks/0mQVABspENyHvpVqRpnkxJ,audio_features,spotify:track:0mQVABspENyHvpVqRpnkxJ,0.597
into you - live,Ariana Grande,0.073,https://api.spotify.com/v1/audio-analysis/6rvHjRpnRhzQVeu8I5CqHp,0.59,179232,0.871,6rvHjRpnRhzQVeu8I5CqHp,0.000128,6,0.364,-3.665,0,0.113,109.869,4,https://api.spotify.com/v1/tracks/6rvHjRpnRhzQVeu8I5CqHp,audio_features,spotify:track:6rvHjRpnRhzQVeu8I5CqHp,0.234
my heart belongs to daddy - live,Ariana Grande,0.136,https://api.spotify.com/v1/audio-analysis/3HUJw4KvL5baIwuh0wWPoh,0.479,107322,0.591,3HUJw4KvL5baIwuh0wWPoh,1.16e-06,7,0.463,-9.129,1,0.0508,102.174,4,https://api.spotify.com/v1/tracks/3HUJw4KvL5baIwuh0wWPoh,audio_features,spotify:track:3HUJw4KvL5baIwuh0wWPoh,0.551
dangerous woman - live,Ariana Grande,0.086,https://api.spotify.com/v1/audio-analysis/5H7d8isXFW779pCK7lo4KT,0.407,233447,0.826,5H7d8isXFW779pCK7lo4KT,1.21e-06,4,0.979,-3.443,0,0.0926,133.942,3,https://api.spotify.com/v1/tracks/5H7d8isXFW779pCK7lo4KT,audio_features,spotify:track:5H7d8isXFW779pCK7lo4KT,0.277
break free - live,Ariana Grande,0.00926,https://api.spotify.com/v1/audio-analysis/1LD1TFK08cFUBPmhi3FRAA,0.626,151583,0.769,1LD1TFK08cFUBPmhi3FRAA,0.00097,3,0.95,-3.512,1,0.0513,130.044,4,https://api.spotify.com/v1/tracks/1LD1TFK08cFUBPmhi3FRAA,audio_features,spotify:track:1LD1TFK08cFUBPmhi3FRAA,0.255
no tears left to cry - live,Ariana Grande,0.467,https://api.spotify.com/v1/audio-analysis/32VSdGCv8wkAjUkVha9YBf,0.652,233417,0.791,32VSdGCv8wkAjUkVha9YBf,1.45e-06,0,0.967,-4.623,1,0.0655,121.922,4,https://api.spotify.com/v1/tracks/32VSdGCv8wkAjUkVha9YBf,audio_features,spotify:track:32VSdGCv8wkAjUkVha9YBf,0.383
"thank u, next - live",Ariana Grande,0.027,https://api.spotify.com/v1/audio-analysis/6AZaeRAPYnf5nKwV7HpSlQ,0.43,389728,0.811,6AZaeRAPYnf5nKwV7HpSlQ,0.0034,1,0.95,-5.511,1,0.101,107.036,4,https://api.spotify.com/v1/tracks/6AZaeRAPYnf5nKwV7HpSlQ,audio_features,spotify:track:6AZaeRAPYnf5nKwV7HpSlQ,0.223
imagine,Ariana Grande,0.378,https://api.spotify.com/v1/audio-analysis/39LmTF9RgyakzSYX8txrow,0.729,212267,0.475,39LmTF9RgyakzSYX8txrow,0.0,8,0.12,-4.985,1,0.0364,62.52,3,https://api.spotify.com/v1/tracks/39LmTF9RgyakzSYX8txrow,audio_features,spotify:track:39LmTF9RgyakzSYX8txrow,0.371
needy,Ariana Grande,0.78,https://api.spotify.com/v1/audio-analysis/1TEL6MlSSVLSdhOSddidlJ,0.647,171573,0.309,1TEL6MlSSVLSdhOSddidlJ,7.41e-06,7,0.202,-7.948,0,0.0366,87.045,4,https://api.spotify.com/v1/tracks/1TEL6MlSSVLSdhOSddidlJ,audio_features,spotify:track:1TEL6MlSSVLSdhOSddidlJ,0.195
NASA,Ariana Grande,0.451,https://api.spotify.com/v1/audio-analysis/4uTvPEr01pjTbZgl7jcKBD,0.747,182000,0.458,4uTvPEr01pjTbZgl7jcKBD,0.0,6,0.252,-6.891,1,0.303,75.029,4,https://api.spotify.com/v1/tracks/4uTvPEr01pjTbZgl7jcKBD,audio_features,spotify:track:4uTvPEr01pjTbZgl7jcKBD,0.47
bloodline,Ariana Grande,0.0815,https://api.spotify.com/v1/audio-analysis/2hloaUoRonYssMuqLCBLTX,0.758,216893,0.665,2hloaUoRonYssMuqLCBLTX,0.000157,2,0.216,-5.188,0,0.0774,151.976,4,https://api.spotify.com/v1/tracks/2hloaUoRonYssMuqLCBLTX,audio_features,spotify:track:2hloaUoRonYssMuqLCBLTX,0.643
fake smile,Ariana Grande,0.329,https://api.spotify.com/v1/audio-analysis/3wFLWP0FcIqHK1wb1CPthQ,0.45,208880,0.619,3wFLWP0FcIqHK1wb1CPthQ,0.0,9,0.319,-7.412,1,0.372,83.3,4,https://api.spotify.com/v1/tracks/3wFLWP0FcIqHK1wb1CPthQ,audio_features,spotify:track:3wFLWP0FcIqHK1wb1CPthQ,0.427
bad idea,Ariana Grande,0.0268,https://api.spotify.com/v1/audio-analysis/5Il6Oe7lr5XM7A0cWbVQtr,0.847,267107,0.579,5Il6Oe7lr5XM7A0cWbVQtr,0.0545,1,0.102,-5.314,1,0.0719,137.998,4,https://api.spotify.com/v1/tracks/5Il6Oe7lr5XM7A0cWbVQtr,audio_features,spotify:track:5Il6Oe7lr5XM7A0cWbVQtr,0.569
make up,Ariana Grande,0.0844,https://api.spotify.com/v1/audio-analysis/27356GVuMPFWiJSZCragoM,0.671,140693,0.714,27356GVuMPFWiJSZCragoM,1.48e-06,7,0.0568,-5.373,1,0.21,105.137,3,https://api.spotify.com/v1/tracks/27356GVuMPFWiJSZCragoM,audio_features,spotify:track:27356GVuMPFWiJSZCragoM,0.477
ghostin,Ariana Grande,0.418,https://api.spotify.com/v1/audio-analysis/2vdBo4ALPYbHRUPKgtE5iC,0.287,271467,0.364,2vdBo4ALPYbHRUPKgtE5iC,1.8e-05,9,0.185,-8.295,1,0.0306,103.777,4,https://api.spotify.com/v1/tracks/2vdBo4ALPYbHRUPKgtE5iC,audio_features,spotify:track:2vdBo4ALPYbHRUPKgtE5iC,0.11
in my head,Ariana Grande,0.173,https://api.spotify.com/v1/audio-analysis/4T652DlATVHe0jdLKaN3Bw,0.662,222947,0.6,4T652DlATVHe0jdLKaN3Bw,0.000137,0,0.109,-6.402,1,0.0703,134.979,4,https://api.spotify.com/v1/tracks/4T652DlATVHe0jdLKaN3Bw,audio_features,spotify:track:4T652DlATVHe0jdLKaN3Bw,0.331
7 rings,Ariana Grande,0.592,https://api.spotify.com/v1/audio-analysis/6ocbgoVGwYJhOv1GgI9NsF,0.778,178627,0.317,6ocbgoVGwYJhOv1GgI9NsF,0.0,1,0.0881,-10.732,0,0.334,140.048,4,https://api.spotify.com/v1/tracks/6ocbgoVGwYJhOv1GgI9NsF,audio_features,spotify:track:6ocbgoVGwYJhOv1GgI9NsF,0.327
"thank u, next",Ariana Grande,0.229,https://api.spotify.com/v1/audio-analysis/3e9HZxeyfWwjeyPAMmWSSQ,0.717,207320,0.653,3e9HZxeyfWwjeyPAMmWSSQ,0.0,1,0.101,-5.634,1,0.0658,106.966,4,https://api.spotify.com/v1/tracks/3e9HZxeyfWwjeyPAMmWSSQ,audio_features,spotify:track:3e9HZxeyfWwjeyPAMmWSSQ,0.412
"break up with your girlfriend, i'm bored",Ariana Grande,0.0421,https://api.spotify.com/v1/audio-analysis/4kV4N9D1iKVxx1KLvtTpjS,0.726,190440,0.554,4kV4N9D1iKVxx1KLvtTpjS,0.0,5,0.106,-5.29,0,0.0917,169.999,4,https://api.spotify.com/v1/tracks/4kV4N9D1iKVxx1KLvtTpjS,audio_features,spotify:track:4kV4N9D1iKVxx1KLvtTpjS,0.335
raindrops (an angel cried),Ariana Grande,0.942,https://api.spotify.com/v1/audio-analysis/0v2LUO8oTHnkjQ8MmKuXyk,0.336,37640,0.231,0v2LUO8oTHnkjQ8MmKuXyk,0.0,1,0.188,-6.217,1,0.0497,168.685,5,https://api.spotify.com/v1/tracks/0v2LUO8oTHnkjQ8MmKuXyk,audio_features,spotify:track:0v2LUO8oTHnkjQ8MmKuXyk,0.429
blazed (feat. Pharrell Williams),Ariana Grande,0.0793,https://api.spotify.com/v1/audio-analysis/4mLkiFppf8Xvem6BSY34qw,0.795,196360,0.759,4mLkiFppf8Xvem6BSY34qw,0.0,6,0.0805,-6.348,1,0.0528,110.021,4,https://api.spotify.com/v1/tracks/4mLkiFppf8Xvem6BSY34qw,audio_features,spotify:track:4mLkiFppf8Xvem6BSY34qw,0.855
the light is coming (feat. Nicki Minaj),Ariana Grande,0.0122,https://api.spotify.com/v1/audio-analysis/0sdbFOyfgAhAhWq8DpzkaW,0.877,228373,0.547,0sdbFOyfgAhAhWq8DpzkaW,1.51e-05,7,0.028,-5.705,1,0.18,99.034,4,https://api.spotify.com/v1/tracks/0sdbFOyfgAhAhWq8DpzkaW,audio_features,spotify:track:0sdbFOyfgAhAhWq8DpzkaW,0.687
R.E.M,Ariana Grande,0.375,https://api.spotify.com/v1/audio-analysis/1xWH8zYtDeS9mW1JJG23VZ,0.831,245667,0.485,1xWH8zYtDeS9mW1JJG23VZ,1.47e-05,10,0.118,-6.677,0,0.15,80.022,4,https://api.spotify.com/v1/tracks/1xWH8zYtDeS9mW1JJG23VZ,audio_features,spotify:track:1xWH8zYtDeS9mW1JJG23VZ,0.622
God is a woman,Ariana Grande,0.0233,https://api.spotify.com/v1/audio-analysis/5OCJzvD7sykQEKHH7qAC3C,0.602,197547,0.658,5OCJzvD7sykQEKHH7qAC3C,6e-05,1,0.237,-5.934,1,0.0558,145.031,4,https://api.spotify.com/v1/tracks/5OCJzvD7sykQEKHH7qAC3C,audio_features,spotify:track:5OCJzvD7sykQEKHH7qAC3C,0.268
sweetener,Ariana Grande,0.248,https://api.spotify.com/v1/audio-analysis/70khXICDeTTxgYtw3EysKH,0.721,208493,0.459,70khXICDeTTxgYtw3EysKH,0.0,4,0.212,-6.408,1,0.032,119.914,4,https://api.spotify.com/v1/tracks/70khXICDeTTxgYtw3EysKH,audio_features,spotify:track:70khXICDeTTxgYtw3EysKH,0.46
successful,Ariana Grande,0.107,https://api.spotify.com/v1/audio-analysis/5YeHLHDdQ4nKHk81XFWhCU,0.847,227387,0.603,5YeHLHDdQ4nKHk81XFWhCU,7.4e-06,0,0.106,-4.607,0,0.0397,114.045,4,https://api.spotify.com/v1/tracks/5YeHLHDdQ4nKHk81XFWhCU,audio_features,spotify:track:5YeHLHDdQ4nKHk81XFWhCU,0.735
everytime,Ariana Grande,0.186,https://api.spotify.com/v1/audio-analysis/0WdR2AyLW1Drd3OUdwezM0,0.71,172107,0.614,0WdR2AyLW1Drd3OUdwezM0,0.0,10,0.0974,-6.757,0,0.0431,148.152,4,https://api.spotify.com/v1/tracks/0WdR2AyLW1Drd3OUdwezM0,audio_features,spotify:track:0WdR2AyLW1Drd3OUdwezM0,0.658
breathin,Ariana Grande,0.0211,https://api.spotify.com/v1/audio-analysis/4OafepJy2teCjYJbvFE60J,0.568,198160,0.656,4OafepJy2teCjYJbvFE60J,1.37e-05,8,0.213,-5.413,1,0.0433,100.049,4,https://api.spotify.com/v1/tracks/4OafepJy2teCjYJbvFE60J,audio_features,spotify:track:4OafepJy2teCjYJbvFE60J,0.364
no tears left to cry,Ariana Grande,0.04,https://api.spotify.com/v1/audio-analysis/2qT1uLXPVPzGgFOx4jtEuo,0.699,205920,0.713,2qT1uLXPVPzGgFOx4jtEuo,3.11e-06,9,0.294,-5.507,0,0.0594,121.993,4,https://api.spotify.com/v1/tracks/2qT1uLXPVPzGgFOx4jtEuo,audio_features,spotify:track:2qT1uLXPVPzGgFOx4jtEuo,0.354
borderline (feat. Missy Elliott),Ariana Grande,0.058,https://api.spotify.com/v1/audio-analysis/4b7mLZQWsy0rLnrMtPA9fQ,0.761,177533,0.818,4b7mLZQWsy0rLnrMtPA9fQ,0.0,6,0.11,-5.238,0,0.0978,110.99,4,https://api.spotify.com/v1/tracks/4b7mLZQWsy0rLnrMtPA9fQ,audio_features,spotify:track:4b7mLZQWsy0rLnrMtPA9fQ,0.348
better off,Ariana Grande,0.216,https://api.spotify.com/v1/audio-analysis/3NbTQ8ZbHU6MSEVUFAVCJ9,0.597,171333,0.524,3NbTQ8ZbHU6MSEVUFAVCJ9,0.0,11,0.112,-7.247,1,0.0537,92.568,4,https://api.spotify.com/v1/tracks/3NbTQ8ZbHU6MSEVUFAVCJ9,audio_features,spotify:track:3NbTQ8ZbHU6MSEVUFAVCJ9,0.0549
goodnight n go,Ariana Grande,0.0217,https://api.spotify.com/v1/audio-analysis/14kYOiFVPb7E7NfFbqhdln,0.708,189507,0.454,14kYOiFVPb7E7NfFbqhdln,0.0,1,0.073,-7.07,1,0.0395,110.963,4,https://api.spotify.com/v1/tracks/14kYOiFVPb7E7NfFbqhdln,audio_features,spotify:track:14kYOiFVPb7E7NfFbqhdln,0.24
pete davidson,Ariana Grande,0.43,https://api.spotify.com/v1/audio-analysis/0XOnMqLQDO89iAg7dWWwnG,0.652,73813,0.31,0XOnMqLQDO89iAg7dWWwnG,1.16e-05,4,0.182,-10.212,1,0.0509,119.913,4,https://api.spotify.com/v1/tracks/0XOnMqLQDO89iAg7dWWwnG,audio_features,spotify:track:0XOnMqLQDO89iAg7dWWwnG,0.304
get well soon,Ariana Grande,0.657,https://api.spotify.com/v1/audio-analysis/7u6DMPznGbpziuEgCE0JGQ,0.604,322027,0.449,7u6DMPznGbpziuEgCE0JGQ,0.0,9,0.0932,-6.564,0,0.0353,100.355,4,https://api.spotify.com/v1/tracks/7u6DMPznGbpziuEgCE0JGQ,audio_features,spotify:track:7u6DMPznGbpziuEgCE0JGQ,0.528
Moonlight,Ariana Grande,0.42,https://api.spotify.com/v1/audio-analysis/1qcJdr8TYuGjFhjRoYNC3e,0.633,202360,0.412,1qcJdr8TYuGjFhjRoYNC3e,3.57e-06,9,0.048,-7.339,1,0.0284,102.215,3,https://api.spotify.com/v1/tracks/1qcJdr8TYuGjFhjRoYNC3e,audio_features,spotify:track:1qcJdr8TYuGjFhjRoYNC3e,0.214
Dangerous Woman,Ariana Grande,0.0529,https://api.spotify.com/v1/audio-analysis/1OhstguCoBQ4SXT8ugSmOl,0.664,235947,0.602,1OhstguCoBQ4SXT8ugSmOl,0.0,4,0.356,-5.369,0,0.0412,134.049,3,https://api.spotify.com/v1/tracks/1OhstguCoBQ4SXT8ugSmOl,audio_features,spotify:track:1OhstguCoBQ4SXT8ugSmOl,0.289
Be Alright,Ariana Grande,0.169,https://api.spotify.com/v1/audio-analysis/1MkFj1ThZZxjYMNkczx9mk,0.813,179293,0.456,1MkFj1ThZZxjYMNkczx9mk,2.86e-06,1,0.105,-7.667,0,0.0684,108.801,4,https://api.spotify.com/v1/tracks/1MkFj1ThZZxjYMNkczx9mk,audio_features,spotify:track:1MkFj1ThZZxjYMNkczx9mk,0.587
Into You,Ariana Grande,0.0162,https://api.spotify.com/v1/audio-analysis/49gRYU6hBWgSH2JVixGkJq,0.623,244440,0.734,49gRYU6hBWgSH2JVixGkJq,1.75e-06,9,0.145,-5.948,1,0.107,107.853,4,https://api.spotify.com/v1/tracks/49gRYU6hBWgSH2JVixGkJq,audio_features,spotify:track:49gRYU6hBWgSH2JVixGkJq,0.37
Side To Side,Ariana Grande,0.0198,https://api.spotify.com/v1/audio-analysis/4HeCFqiB1rBqGqvE10rF1a,0.644,226173,0.723,4HeCFqiB1rBqGqvE10rF1a,0.0,6,0.228,-6.278,0,0.231,159.17,4,https://api.spotify.com/v1/tracks/4HeCFqiB1rBqGqvE10rF1a,audio_features,spotify:track:4HeCFqiB1rBqGqvE10rF1a,0.616
Let Me Love You,Ariana Grande,0.0295,https://api.spotify.com/v1/audio-analysis/6VpLNElCyXW15cBixlnIu8,0.527,223880,0.435,6VpLNElCyXW15cBixlnIu8,0.0,2,0.243,-8.363,1,0.129,102.698,3,https://api.spotify.com/v1/tracks/6VpLNElCyXW15cBixlnIu8,audio_features,spotify:track:6VpLNElCyXW15cBixlnIu8,0.0781
Greedy,Ariana Grande,0.0367,https://api.spotify.com/v1/audio-analysis/6tcLyhPrmBEPaQ1Yz4MdGy,0.59,214880,0.704,6tcLyhPrmBEPaQ1Yz4MdGy,0.0,1,0.0984,-5.303,1,0.114,109.826,4,https://api.spotify.com/v1/tracks/6tcLyhPrmBEPaQ1Yz4MdGy,audio_features,spotify:track:6tcLyhPrmBEPaQ1Yz4MdGy,0.856
Leave Me Lonely,Ariana Grande,0.599,https://api.spotify.com/v1/audio-analysis/4Xg2NUXyF7cgvwSOs6PiSa,0.445,229680,0.446,4Xg2NUXyF7cgvwSOs6PiSa,2.21e-05,8,0.339,-7.468,0,0.0312,90.927,3,https://api.spotify.com/v1/tracks/4Xg2NUXyF7cgvwSOs6PiSa,audio_features,spotify:track:4Xg2NUXyF7cgvwSOs6PiSa,0.389
Everyday,Ariana Grande,0.0149,https://api.spotify.com/v1/audio-analysis/53SfB4huCgiRGmwzJdEo1u,0.637,194840,0.733,53SfB4huCgiRGmwzJdEo1u,0.0,7,0.162,-4.413,0,0.0563,131.004,4,https://api.spotify.com/v1/tracks/53SfB4huCgiRGmwzJdEo1u,audio_features,spotify:track:53SfB4huCgiRGmwzJdEo1u,0.431
Sometimes,Ariana Grande,0.0907,https://api.spotify.com/v1/audio-analysis/7IqSduDsieo2epoqA97NxC,0.397,226667,0.666,7IqSduDsieo2epoqA97NxC,0.0,1,0.344,-5.383,0,0.248,77.915,4,https://api.spotify.com/v1/tracks/7IqSduDsieo2epoqA97NxC,audio_features,spotify:track:7IqSduDsieo2epoqA97NxC,0.568
I Don't Care,Ariana Grande,0.728,https://api.spotify.com/v1/audio-analysis/7xagQoIf776ukUlgH4TyyB,0.591,178027,0.403,7xagQoIf776ukUlgH4TyyB,1.37e-06,0,0.153,-8.284,1,0.0431,111.934,4,https://api.spotify.com/v1/tracks/7xagQoIf776ukUlgH4TyyB,audio_features,spotify:track:7xagQoIf776ukUlgH4TyyB,0.288
Bad Decisions,Ariana Grande,0.0146,https://api.spotify.com/v1/audio-analysis/76RIfPBraSmXWC9LryUztF,0.698,226427,0.645,76RIfPBraSmXWC9LryUztF,0.0,4,0.269,-5.368,0,0.0416,131.948,4,https://api.spotify.com/v1/tracks/76RIfPBraSmXWC9LryUztF,audio_features,spotify:track:76RIfPBraSmXWC9LryUztF,0.788
Touch It,Ariana Grande,0.0303,https://api.spotify.com/v1/audio-analysis/7rlKlsYacU3PFLGD7ca1HL,0.536,260000,0.694,7rlKlsYacU3PFLGD7ca1HL,0.0,7,0.183,-4.369,0,0.0332,100.906,4,https://api.spotify.com/v1/tracks/7rlKlsYacU3PFLGD7ca1HL,audio_features,spotify:track:7rlKlsYacU3PFLGD7ca1HL,0.291
Knew Better / Forever Boy,Ariana Grande,0.235,https://api.spotify.com/v1/audio-analysis/1ywoy5kdf2LsG2019ClGjm,0.484,299213,0.381,1ywoy5kdf2LsG2019ClGjm,3.6e-06,6,0.0998,-6.705,1,0.0711,106.65,4,https://api.spotify.com/v1/tracks/1ywoy5kdf2LsG2019ClGjm,audio_features,spotify:track:1ywoy5kdf2LsG2019ClGjm,0.372
Thinking Bout You,Ariana Grande,0.0152,https://api.spotify.com/v1/audio-analysis/28tmK8wkE9y1UHdBKLd0nA,0.507,200387,0.696,28tmK8wkE9y1UHdBKLd0nA,0.000821,11,0.121,-6.027,1,0.0621,102.983,4,https://api.spotify.com/v1/tracks/28tmK8wkE9y1UHdBKLd0nA,audio_features,spotify:track:28tmK8wkE9y1UHdBKLd0nA,0.406
Step On Up,Ariana Grande,0.0874,https://api.spotify.com/v1/audio-analysis/3K1y89UHuAEZbpiSPbtAae,0.662,180853,0.877,3K1y89UHuAEZbpiSPbtAae,0.0,5,0.273,-4.185,0,0.112,110.905,4,https://api.spotify.com/v1/tracks/3K1y89UHuAEZbpiSPbtAae,audio_features,spotify:track:3K1y89UHuAEZbpiSPbtAae,0.545
Jason's Song (Gave It Away),Ariana Grande,0.45,https://api.spotify.com/v1/audio-analysis/0kngSEayfCOjR8w83R7vAT,0.65,264640,0.655,0kngSEayfCOjR8w83R7vAT,3.13e-05,7,0.073,-4.307,0,0.0631,105.95,4,https://api.spotify.com/v1/tracks/0kngSEayfCOjR8w83R7vAT,audio_features,spotify:track:0kngSEayfCOjR8w83R7vAT,0.562
